,lyrics,artist
44,"I woke up in a dream today To the cold of the static And put my cold feet on the floor Forgot all about yesterday Remembering I'm pretending To be where I'm not anymore  A little taste of hypocrisy And I'm left in the wake Of the mistake slow to react Even though you're so close to me You're still so distant And I can't bring you back  It's true the way I feel Was promised by your face The sound of your voice Painted on my memories Even if you're not with me  (I'm with you) You now I see Keeping everything inside (With you) You now I see Even when I close my eyes  I hit you and you hit me back We fall to the floor The rest of the day stands still Fine line between this and that When things go wrong I pretend the past isn't real  Now I'm trapped in this memory And I'm left in the wake Of the mistake slow to react So even though you're close to me You're still so distant And I can't bring you back  It's true the way I feel Was promised by your face The sound of your voice Painted on my memories Even if you're not with me  (I'm with you) You now I see Keeping everything inside (With you) You now I see Even when I close my eyes  (With you) You now I see Keeping everything inside (With you) You now I see Even when I close my eyes  No, no matter how far we've come I can't wait to see tomorrow No matter how far we've come I, I cant wait to see tomorrow  (With you) You now I see Keeping everything inside (With you) You now I see Even when I close my eyes  (With you) You now I see Keeping everything inside (With you) You now I see Even when I close my eyes",linkin-park
45,"I cannot take this anymore I'm saying everything I've said before All these words they make no sense I find bliss in ignorance  Less I hear the less you'll say You'll find that out anyway (Just like before)  Everything you say to me   (Takes me one step closer to the edge) (And I'm about to break) I need a little room to breathe   ('Cause I'm one step closer to the edge) (I'm about to break)  I find the answers aren't so clear Wish I could find a way to disappear All these thoughts they make no sense I found bliss in ignorance  Nothing seems to go away Over and over again (Just like before)  Everything you say to me   (Takes me one step closer to the edge) (And I'm about to break) I need a little room to breathe   ('Cause I'm one step closer to the edge) (I'm about to break)  Everything you say to me   (Takes me one step closer to the edge) (And I'm about to break) I need a little room to breathe   ('Cause I'm one step closer to the edge) (And I'm about to break)  Shut up when I'm talking to you Shut up, shut up, shut up Shut up when I'm talking to you Shut up, shut up, shut up, shut up I'm about to break  Everything you say to me   (Takes me one step closer to the edge) (And I'm about to break) I need a little room to breathe   ('Cause I'm one step closer to the edge) (I'm about to break)  Everything you say to me   (Takes me one step closer to the edge) (And I'm about to break) I need a little room to breathe   ('Cause I'm one step closer to the edge) (And I'm about to break)",linkin-park
46,"I used the dead wood to make the fire rise The blood of innocents burning in the skies I filled my cup with the rising of the sea And poured it out in an ocean of debris, oh  I'm swimming in the smoke Of bridges I have burned So don't apologize I'm losing what I don't deserve What I don't deserve  We held our breath when the clouds began to fall But you were lost in the beating of the storm But in the end, we were made to be apart Like separate chambers of the human heart, no  I'm swimming in the smoke Of bridges I have burned So don't apologize I'm losing what I don't deserve  It's in the blackened bones Of bridges I have burned So don't apologize I'm losing what I don't deserve What I don't deserve  I'm swimming in the smoke Of bridges I have burned So don't apologize I'm losing what I don't deserve  The blame is mine alone For bridges I have burned So don't apologize I'm losing what I don't deserve What I don't deserve What I don't deserve, oh What I don't deserve  I used the dead wood to make the fire rise The blood of innocents burning in the skies",linkin-park
47,"From the top to the bottom, bottom to top I stop At the core I've forgotten, In the middle of my thoughts Taken far from my safety, the picture's there The memory won't escape me  We're stuck in a place so dark, you could hardly see A manner of matter that splits with the words I breathe And as the rain drips acidic questions around me I block out the sight of the powers that be  Duck away into the darkness, times up I wind up in a rusted world with eyes shut So tight that it blurs into the world of pretend And the eyes ease open and it's dark again  From the top to the bottom, bottom to top I stop At the core I've forgotten, In the middle of my thoughts Taken far from my safety, the picture's there The memory won't escape me, but why should I care  In the memory you'll find me Eyes burning up The darkness holding me tightly Until the sun rises up  Listen to the sound, dizzy from the ups and downs And nauseated by the polluted rock that's all around Watchin' the wheels of cars that pass I look past to the last of the light and the long shadows it casts  A window grows and captures the eye And cries out yellow light as it passes me by And a young, shadowy figure sits in front of a box Inside a building of rocks with antennas on top  Now, nothing can stop in this land of the pain The same lose, not knowing they were part of the game And while the insides change, the box stays the same And the figure inside could bear anybodys name  The memories I keep are from a time like then I put on my paper so I could come back to them Someday, I'm hopin' to close my eyes and pretend That this crumpled up paper can be perfect again  From the top to the bottom, bottom to top I stop At the core I've forgotten, In the middle of my thoughts Taken far from my safety, the picture's there The memory won't escape me  I'm here at the podium talking, the ceremonial offerings Dedicated to urban dysfunctional offspring What's happening, city governments are eternally napping Trapped in greedy covenants, causin' urban collapsing  Bullets that scar souls, with dark holds, get more than your car stole Some hearts be blacker than charcoal For real, this society's deprivation depends not on our differences But the separation within  No preparation is made, limited aid, minimum wage Livin' in a tenement cage where rent isn't paid Tragedy within a parade, the darkness overspread Like permanent plauge, I'm the forgotten  In the memory you'll find me Eyes burning up The darkness holding me tightly Until the sun rises up",linkin-park
48,"Crawling in my skin (Crawling in my skin) These wounds they will not heal (These wounds they will not heal)  Fear is how I fall (Fear is how I fall) Confusing what is real (Confusing what is real)  There's something inside me That pulls beneath the surface Consuming, confusing, this lack of self-control I fear is never ending, controlling, I can't seem  To find myself again, my walls are closing in (Without a sense of confidence I'm convinced) (That there's just too much pressure to take) I've felt this way before, so insecure  Crawling in my skin These wounds they will not heal Fear is how I fall Confusing what is real  Discomfort endlessly has pulled itself upon me Distracting, reacting Against my will I stand beside my own reflection It's haunting how I can't seem  To find myself again My walls are closing in (Without a sense of confidence I'm convinced) (That there's just too much pressure to take) I've felt this way before, so insecure  To find myself again My walls are closing in (Without a sense of confidence I'm convinced) (That there's just too much pressure to take) I've felt this way before, so insecure  Crawling in my skin These wounds they will not heal Fear is how I fall Confusing what is real  Crawling in my skin These wounds they will not heal Fear is how I fall Confusing, confusing what is real",linkin-park
49,"Linkin Park Miscellaneous pts of athrty V2 Forfeit the game, stop the talk show, product of what, your taught to know, forfeit the game cause tomorrow when its all done, you reep what you so.    You love the way I look at you   While taking pleasure in the awful things you put me through   You take away if I give in   My life   My pride is broken   You like to think your never wrong.   ( You live what you've learned)   You have to act like your someone.   ( You live what you've learned)   You want someone to hurt like you.   ( You live what you've learned)   You wanna share what youve been through.   ( You live what you've learned.    You love the things I say I'll do-   The way I'll hurt myself again just to get back at you   You take away when I give in / my life My pride is broken    You like to think your never wrong.   ( You live what you've learned)   You have to act like your someone.   ( You live what you've learned)   You want someone to hurt like you.   ( You live what you've learned)   You wanna share what youve been through.   ( You live what you've learned.    Forfeit the game, stop the talk show, product of what, your taught to know, forfeit the game cause tomorrow when its all done, you reep what you so.    Forfeit the game, stop the talk show, product of what, your taught to know, forfeit the game cause tomorrow when its all done, you reep what you so.    You like to think your never wrong.   ( You live what you've learned)   You have to act like your someone.   ( You live what you've learned)   You want someone to hurt like you.   ( You live what you've learned)   You wanna share what youve been through.   ( You live what you've learned.",linkin-park
50,"I'm tired of being what you want me to be Feeling so faithless, lost under the surface I don't know what you're expecting of me Put under the pressure of walking in your shoes  Caught in the undertow, just caught in the undertow Every step that I take is another mistake to you Caught in the undertow, just caught in the undertow  I've become so numb, I can't feel you there Become so tired, so much more aware I'm becoming this, all I want to do Is be more like me and be less like you  Can't you see that you're smothering me Holding too tightly, afraid to lose control 'Cause everything that you thought I would be Has fallen apart right in front of you  Caught in the undertow, just caught in the undertow Every step that I take is another mistake to you Caught in the undertow, just caught in the undertow And every second I waste is more than I can take  I've become so numb, I can't feel you there Become so tired, so much more aware I'm becoming this, all I want to do Is be more like me and be less like you  And I know I may end up failing too But I know, you were just like me With someone disappointed in you  I've become so numb, I can't feel you there Become so tired, so much more aware I'm becoming this, all I want to do Is be more like me and be less like you  I've become so numb, I can't feel you there Tryin' to be what you want me to be I've become so numb, I can't feel you there Tryin' to be what you want me to be",linkin-park
51,"linkin park Miscellaneous myself what do i do  to ignore them behind me  do i follow my instincs blindly  do i hide my pride from these bad dreams  and give into sad thoughts that are  madning  do i sit here and try to stand it  do i try to catch them red-handed  do i trust them and give them my   phonieness   or do i trust nobody and live in lonlieness  if i cant hold on when im stretched so thin  and i make the right moves but im lost within  i put out my day and i disided then  id just end up getting hurt again   by myself (myself)  i ask why   but in my mind i find   i cant rely on myself (myslef)  i ask why   but in my mind i find  i cant rely on myself    i cant hold on  (to what i want when im stretched so thin)  its all to much to take in  i cant hold on  (to anything, wathing everything spin)  with thoughts of failure sinking in   if i turn my back im defenseless  and to go blindly seems senseless  if i hide my pride   and let it all go on   then it will take from me \\\'till everythings gone  if i let them go ill be out done  but if i try to catch them ill be out run  if im killed by the questions like im a cancer  then ill be burried by the silence of the answer   by myself (myself)  i ask why  but in mind i find  i cant rely on myself (myself)  i ask why   but in my mind i find  i cant rely on myself   i cant hold on   (to what i want when im stretched so thin)  its all to much to take in  i cant hold on  (to anything wathing everything spin)  with thoughts of failure sinking in   how do you think  i\\\'ve lost so much  i\\\'m so afraid  i\\\'m out of touch  how do you expect  i won\\\'t know what to do  when all i know  is what you tell me to   don\\\'t you (know)  i can\\\'t tell you how to make it (go)  no matter what i do  how hard i (try)  i cant seem to convice myself (why)  i\\\'m stuck on the outside  don\\\'t you (Know)  i can\\\'t tell you how to make it (go)  no matter what i do  no matter how hard i (try)  i can\\\'t seem to convince myself (why)  why i\\\'m stuck on the outside   i can\\\'t hold on  to what i want when im stretched so thin)  it\\\'s all to much to take in  i can\\\'t hold on  (to any thing, watching everything spin)  with all this failure sinking in  i cant hold on  (to i what i want when im stretched so thin)  it\\\'s all to much to take in  i can\\\'t hold on  (to anything, watching everything spin)  with thoughts of failure sinking",linkin-park
52,I'm stuck in this bed you made  Alone with a sinking feeling  I saw through the words you said  To the secrets you've been keeping  It's written upon your face  All the lies how they cut so deeply  You can't get enough you take  And take and take and never say   No / you've gotta get it inside  You push it back down / You push it back down No / you'll never get it inside Push it back down Black out Blood in your eye   You say that it's not your fault  And swear that I am mistaken  You said it's not what it seems  No remorse for the trust you're breaking You run but then back you fall Suffocate in the mess you're making You can't get enough you take And take and take and take and take Fuck it Are you listening?   No / you've gotta get it inside  You push it back down / You push it back down No / you'll never get it inside Push it back down / You push it back down No / you've gotta get it inside You push it back down / You push it back down No / you'll never get it inside Push it back down Black out Blood in your eye   Floating down / as colors fill the light We look up from the ground / in fields of paperwhite And floating up / you pass us in the night A future gazing out / a past to overwrite So come down / far below We've been waiting to collect the things you know Come down / far below We've been waiting to collect what you've let go   Come down  Oh,linkin-park
53,[Instrumental],linkin-park
54,Linkin Park Hybrid Theory EP Carousel Thanks to [email protected] for these lyrics.  Thanks to [email protected] for correcting these lyrics.   she can't hide no matter how hard she tries   her secret disguised behind the lies   and at night she crys away her pride   with eyes shut tight staring at her inside   all her friends know why she can't sleep at night   all her family asking is she alright   all she wants to do is get rid of this hell   well all she's got to do is stop kiddin herself   she can only fool herself for so long [x3]   are you too weak to face me?   (she can only fool herself)    [chorus]   i never know just why you run so far away far away from me [x2]    when it comes to how to live his life and can't be told   says he got everything under control   thinks he knows he's not a problem he's stuck with   but in reality it would be a problem to just quit   an addict and he can't hold the reigns   the pain is worse cause his friends have it the same   trys to slow down the problem he's got   but can't get off the carousel untill he makes it stop   he can only fool himself for so long [x3]   are you too weak to face me?   (he can only fool himself)    [chorus x2]    [interlude]    [chorus x2],linkin-park
55,Linkin Park Miscellaneous The Morning After Caught up against the wall again   Time to chill in the bar again   Never seize to amaze the night   So I just sleep sleep sleep please don't   Wake me till the morning after   Wake me till the morning after    Got confused by the thought again   Lick my wounds like a dog again   Is that a light at the end of the tunnel   That I see I see please let it be but don't   Wake me till the morning after   Wake me till the morning after   Wake me till the morning after    I'm so tired there has got to be an end   to the pain I feel when I'm   awake and alive alive alive alive   and I'm dreamin    caught up against the wall again   Time to chill in the bar again   Never seize to amaze the night   So I just sleep sleep sleep please don't   Wake me till the morning after   Wake me till the morning after   Wake me till the morning after    I'm so tired there has got to be an end   to the pain I feel when I'm   awake and alive alive alive alive   and I'm dreamin,linkin-park
56,"Linkin Park Miscellaneous H! Vltg3 (Reanimation Remix) Sometimes...    You know   Put a label on how you wake up every morning   And go to bed at night    Hybrid    I’ve been diggin into crakes ever since I was livin in space   Before the rat race, before monkeys had human traits   I mastered numerology and big bang theology   Performed lobotomies with telekinetic psychology   Invented the mic so I could start blessin it   Chin-checkin' kids to make my point like an impressionist   Many men have tried to shake us   But I twist mic cords in double helixes and show them what I’m made of   I buckle knees like leg braces   Cast the spell of instrumental-ness and all of you emcees who hate us   So you can try on,   Leave you without a shoulder to cry on   From now to infinity let icons be bygones   I fire bomb ghostly notes haunt this   I tried threats but moved on to a promise   I stomp shit with or without an accomplice   And run the gauntlet with whoever that wants this    Chorus:    High Voltage   The unforgettable sound   High Voltage   Bringing you up and taking you down   High Voltage   Coming at you from every side   High Voltage   Making the rhythm and rhyme collide    Akira: I put a kink in the backbones of clones with microphones   Never satisfy my rhyme jones   Sprayin bright day over what you might say   My Blood type's Krylon- Technicolor type A   On highways ride with road rage   Cages of wind and cages of tin that bounce all around   Surround sound   Devouring the scene   Subliminal gangrene paintings   Over while the same thing   Sing song karaoke copy bullshit   Break bones verbally with sticks and stone tactics   Fourth dimension, combat convention   Write rhymes at ease while the track stands at attention   Meant to put you away with the pencil   Pistol, official, 16 line a rhyme missile   While you risk your all, I pick out all your flaws   Spin rah, blah blah blah   You can say you saw    Chorus (2x)    who's the man,   the man in your hand over your land rover,   no man's born with a farrow when he jams your plan's over,   i am fistsclerosis,   the most ferocious,   when i spy my third eye's extremely high voltage,   that's why i need ruby quartz glasses,   caz when i glance at the chance that i might blast the masses,   subliminals transmitted through piano,   integrated in flow,   calculated in nano,   i use skills when i need PC's to rhyme,   i hear when i plead when i proceed through time,   i walk through walls and inanimate obsticles,   rhyme news in a reduction of cells and molecules,   i bring the knowledge juice,   swallow a steak that's the hollagram,   i box your head, fatten your lip like colligen,   the telepath deliver verses with no postage,   Pharoahe Monch, Mike Shinoda, we high voltage    Chorus (2x)    (turntable)",linkin-park
57,"From the top to the bottom, bottom to top, I stop At the core I've forgotten in the middle of my thoughts Taken far from my safety, the picture's there The memory won't escape me  We're stuck in a place so dark, you can hardly see The manner of matter that splits with the words I breathe And as the rain drips acidic questions around me I block out the sight of the powers that be  And duck away into the darkness, times up I wind up in a rusted world with eyes shut So tight that it blurs into the world of pretend And the eyes ease open and it's dark again  From the top to the bottom, bottom to top, I stop At the core I've forgotten in the middle of my thoughts Taken far from my safety, the picture's there The memory won't escape me but why should I care?  In the memory you'll find me Eyes burning up The darkness holding me tightly Until the sun rises up  Listen to the sound, dizzy from the ups and downs I'm nauseated by the polluted rock that's all around Watchin' the wheels of cars that pass, I look past To the last of the light and the long shadows it casts  A window grows and captures the eye And cries out, ""A yellow light"" as it passes me by And a young shadowy figure sits in front of a box Inside a building of rock with antennas on top, now  Nothing can stop in this land of the pain The sane lose not knowing they were part of the game And while the inside's changed, the box stays the same And the figure inside could bear anybodys name  The memories I keep are from a time like then I put on my paper so I could come back to them Someday, I'm hoping to close my eyes and pretend That this crumpled up paper can be perfect again  Yo, from the top to the bottom, bottom to top, I stop At the core I've forgotten in the middle of my thoughts Taken far from my safety, the picture's there The memory won't escape me  I'm here at this podium talking the ceremonial offerings Dedicated to urban dysfunctional Offspring What's happening? City governments are eternally napping Trapped in greedy covenants causing urban collapsing  Bullets that scar souls with dark holds Get more then your car stole Some hearts be blacker than charcoal For real, this society's deprivation depends Not on our differences but the separation within  No preparation is made, limited aid and minimum wage Living in a tenement cage where rent isn't paid Tragedy within a parade The darkness overspreads like a permanent plague I'm the forgotten  In the memory you'll find me Eyes burning up The darkness holding me tightly Until the sun rises up",linkin-park
58,"Linkin Park Miscellaneous Maria Belka What to I do to ignore them behind me?  Do I follow my instincts blindly?  Do I trust something with my phoniness?  Or do I trust nobody and live in loneliness?  Because I can’t hold on when I’m stretched somethin’  I made the right moves, but I’ve lost within  You always must to hurt me in  You’re blind to see I love you  By Yourself!   Pre Chorus:  How do you think?  I’ve lost so much  So afraid, I’m out of touch,  How do you expect?  I will know what to do  When all I know is what you tell me to!   Chorus:  Once I’ve ran to you, I’ve ran, now I run from you  This Tainted love you give me, I took it as UNRETURNED  Take my tears and go to hell!  Why, why, why don’t you try to love me?  Unreturned Love, love, love…",linkin-park
59,Why does it feel like night today? Something in here's not right today Why am I so uptight today? Paranoia's all I got left  I don't know what stressed me first Or how the pressure was fed But I know just what it feels like To have a voice in the back of my head  Like a face that I hold inside A face that awakes when I close my eyes A face watches every time I lie A face that laughs every time I fall (And watches everything)  So I know that when it's time to sink or swim That the face inside is hearing me Right beneath my skin  It's like I'm paranoid lookin' over my back It's like a whirlwind inside of my head It's like I can't stop what I'm hearing within It's like the face inside is right beneath my skin  I know I've got a face in me Points out all my mistakes to me You've got a face on the inside too and Your paranoia's probably worse  I don't know what set me off first But I know what I can't stand Everybody acts like the fact of the matter is I can't add up to what you can but  Everybody has a face that they hold inside A face that awakes when I close my eyes A face watches every time they lie A face that laughs every time they fall (And watches everything)  So you know that when it's time to sink or swim That the face inside is watching you too Right inside your skin  It's like I'm paranoid lookin' over my back It's like a whirlwind inside of my head It's like I can't stop what I'm hearing within It's like the face inside is right beneath my skin  The face inside is right beneath your skin The face inside is right beneath your skin The face inside is right beneath your skin  The sun goes down I feel the light betray me The sun goes down I feel the light betray me  The sun I feel the light betray me The sun I feel the light betray me  It's like I'm paranoid lookin' over my back It's like a whirlwind inside of my head It's like I can't stop what I'm hearing within It's like the face inside is right beneath my skin  It's like I'm paranoid lookin' over my back It's like a whirlwind inside of my head It's like I can't stop what I'm hearing within It's like I can't stop what I'm hearing within It's like I can't stop what I'm hearing within,linkin-park
60,"Linkin Park Reanimation Plc.4 Mie Haed [Chester]   I wanna be in another place, I hate when you say you dont understand, I wanna be in the energy, right with the enemy, a place for my head.    [Mike]   I watch how the moon sits in the sky on a dark night, shining with the light from the sun, the sun doesnt give light to the moon, assuming the moons gonna owe it one, and makes think of how you act to me, you do favors that rapidly, you just turn around and start asking me about things you want back from me, Im sick of the tension, sick of the hunger, sick of you acting like I owe you this, find another place to feed your greed, while I find a place to rest, Im sick of the tension, sick of the hunger, sick of you acting like I oweyou this, find another place to feed your greed, while I find a place to rest.    [Chester]   I wanna be in another place, I hate when you say you dont understand, I wanna be in the energy, right with the enemy, a place for my head. I wanna, I wanna, I wanna, I wanna    [Zion]   Two, Two, Three, Three, Ya, Ya, Ya, Gimme ???    [Chester]   I wanna be in another place, I hate when you say you dont understand, I wanna be in the energy, right with the enemy, a place for my head. You try to get the best of me, go away, go away, go away, you try to take the best of me, go away, you try to take the best of me, go away, you try to take the best of me, go away, you try to take the best of me, go away, you try to take the best of me, go away, you try to take the best of me, go away, you try to take the best of me, go away, you try to take the best of me, go away, you try to take the best of me.",linkin-park
61,This is my December  This is my time of the year  This is my December  This is all so clear  This is my December  This is my snow covered home  This is my December  This is me alone   And I  Just wish that  I didn't feel  Like there was  Something I missed  And I  Take back all  The things I said  To make you  Feel like that  And I  Just wish that  I didn't feel  Like there was  Something I missed  And I  Take back all the  Things I said to you   And I give it all away  Just to have somewhere  To go to  Give it all away  To have someone  To come home to   This is my December  These are my snow covered trees  This is me pretending  This is all I need   And I  Just wish that  I didn't feel  Like there was  Something I missed  And I  Take back all  The things I said  To make you feel like that  And I  Just wish that  I didn't feel  Like there was  Something I missed  And I  Take back all the things  I said to you   And I give it all away  Just to have  Somewhere to go to  Give it all away  To have someone  To come home to   This is my December  This is my time of the year  This is my December  This is all so clear   (x2)  And I give it all away  Just to have somewhere  To go to  Give it all away  To have someone  To come home to,linkin-park
62,Linkin Park Miscellaneous Morning After Caught up against the war again   Time to chill in the bar again   Never seize to amaze in minds   So I just sleep sleep sleep please don't   Wake me till the morning after [2x]   Cut my peace (?) by the flower again   Lick my wounds like a dove again   Is that a light at the end of the tunnel   That I see I see please let it be but don't   Wake me till the morning after [3x]   Oh I'm so tired there has got to be an end   to the pain I feel when I'm   awake and alive alive alive   alive and not dreamin'    Caught up against the war again   Time to chill in the bar again   Is that a light at the end of the tunnel   That I see I see please let it be but don't   Wake me till the morning after [3x]   Oh I'm so tired there has got to be an end   to the pain I feel when I'm   Awake and alive alive alive   Alive and not dreamin',linkin-park
63,"When this began, I had nothing to say  And I'd get lost in the nothingness inside of me    (I was confused)  And I'd let it all out to find  That I'm not the only person with these things in mind    (Inside of me)   When all the vacancy the words revealed  Is the only real thing that I've got left to feel    (Nothing to loose)  Just stuck, hollow and alone  And the fault is my own and the fault is my own   I wanna heal, I wanna feel  What I thought was never real  I want to let go of the pain I felt so long    (Erase all the pain till it's gone)   I wanna heal, I wanna feel  Like I'm close to something real  I want to find something I've wanted all along  Somewhere I belong   And I've got nothing to say  I can't believe I didn't fall right down on my face    (I was confused)  Looking everywhere only to find  That it's not the way I had imagined it all in my mind    (So what am I)   What do I have but negativity  'Cause I can't justify the way everyone is looking at me    (Nothing to loose)  Nothing to gain, hollow and alone  And the fault is my own and the fault is my own   I wanna heal, I wanna feel  What I thought was never real  I want to let go of the pain I felt so long    (Erase all the pain 'til it's gone)   I wanna heal, I wanna feel  Like I'm close to something real  I want to find something I've wanted all along  Somewhere I belong   I will never know myself until I do this on my own  And I will never feel anything else, until my wounds are healed  I will never be anything till I break away from me  I will break away, I'll find myself today   I wanna heal, I wanna feel  What I thought was never real  I want to let go of the pain I felt so long    (Erase all the pain till it's gone)   I wanna heal, I wanna feel  Like I'm close to something real  I want to find something I've wanted all along  Somewhere I belong   I wanna heal  I wanna feel like I'm somewhere I belong  I wanna heal  I wanna feel like I'm somewhere I belong  Somewhere I belong",linkin-park
64,"Linkin Park Miscellaneous Forgotten (Demo)    From the top to the bottom Bottom to top I stop At the core I've forgotten In the middle of my thoughts Taken far from my safety So I'm bright in the sky The sun will escape me So why did I try (2x)  From the thread to the needle, middle to end When skies cock back and shock that which couldn't defend The rain then sends dripping acidic questions Forcefully, the power of suggestion Then with the eyes tightly shut looking thought the rust and rotten dust A spot of light floods the floor And pours itself upon a world of pretend The eyes ease open and its dark again  Chorus  Bridge: In a minute you'll find me Eyes burning up You say you'll never forget me Until the lies has piled up  Moving all around Screaming of the ups and downs Pollution manifested in perpetual sound And as wheels go round the sunset creeps past the Street lamps, cars, chain-links, and concrete A wind open grows and captures the eye Prys out yellow light as it passes it by A small black figure sits in front of a box Inside a box a clock with the needles on top  Nothing stops in the slanted the pain The same lose not knowing they were part of the game And the inside changes and the box stays the same And shame, shovel up the pieces to the pain You could try to hide yourself in this world of pretend When the paper's crumbled up it can't be perfect again  Chorus Bridge  Now I got you got in the act You better step back I'm telling you that I see it right through you (7x)  Bridge (2x)",linkin-park
65,"Forfeit the game before somebody else Takes you out of the frame And puts your name to shame Cover up your face you can't run the race The pace is too fast you just won't last  You love the way I look at you While taking pleasure In the awful things you put me through You take away if I give in My life, my pride is broken  You like to think you're never wrong   (You live what you've learned) You have to act like you're someone   (You live what you've learned)  You want someone to hurt like you   (You live what you've learned) You want to share what you've been through   (You live what you've learned)  You love the things I say I'll do The way I'll hurt myself again Just to get back at you You take away when I give in My life, my pride is broken  You like to think you're never wrong   (You live what you've learned) You have to act like you're someone   (You live what you've learned)  You want someone to hurt like you   (You live what you've learned) You want to share what you've been through   (You live what you've learned)  Forfeit the game before somebody else Takes you out of the frame And puts your name to shame Cover up your face you can't run the race The pace is too fast you just won't last  Forfeit the game before somebody else Takes you out of the frame And puts your name to shame Cover up your face you can't run the race The pace is too fast you just won't last  You like to think you're never wrong   (You live what you've learned) You have to act like you're someone   (You live what you've learned)  You want someone to hurt like you   (You live what you've learned) You want to share what you've been through   (You live what you've learned)  You like to think you're never wrong   (Forfeit the game) (You live what you've learned) You have to act like you're someone   (Forfeit the game) (You live what you've learned)  You want someone to hurt like you   (Forfeit the game) (You live what you've learned) You want to share what you've been through   (You live what you've learned)",linkin-park
66,God save us every one Will we burn inside The fires of a thousand suns?  For the sins of our hand The sins of our tongue The sins of our father The sins of our young,linkin-park
67,I don't know why I am here Listening to you anymore I can't explain how I feel anymore Do you even love me anymore  There is something Crawling in the back of my head Saying why do I take this anymore There is something wrong  And I can't take it any more There is something wrong And I can't take it any more  Can you tell me why I am here hearing Things in the back of my head? Listening to things I have never heard before Things I thought I never would hear I guess thing aren't the same anymore  There is something Crawling in the back of my head Saying why do I take this anymore There is something wrong  And I can't take it any more There is something wrong And I can't take it any more  Who cares about me Who cars about you things Just aren't the same anymore  There is something Crawling in the back of my head Saying why do I take this anymore There is something wrong  And I can't take it any more There is something wrong And I can't take it any more,linkin-park
68,"Graffiti decorations under a sky of dust A constant wave of tension on top of broken trust The lessons that you taught me I learn were never true  Now I find myself in question   (They point the finger at me again) Guilty by association   (You point the finger at me again)  I wanna run away, never say goodbye I wanna know the truth instead of wondering why I wanna know the answers, no more lies I wanna shut the door and open up my mind  Paper bags and angry voices under a sky of dust Another wave of tension has more than filled me up All my talk of taking action These words were never true  Now I find myself in question (They point the finger at me again) Guilty by association (You point the finger at me again)  I wanna run away, never say goodbye I wanna know the truth instead of wondering why I wanna know the answers, no more lies I wanna shut the door and open up my mind  I'm gonna run away and never say goodbye (Gonna run away, gonna run away, gonna run away, gonna run away) I'm gonna run away and never wonder why (Gonna run away, gonna run away, gonna run away, gonna run away)  I'm gonna run away and open my mind (Gonna run away, gonna run away, gonna run away, gonna run away) (Gonna run away, gonna run away, gonna run away, gonna run away)  I wanna run away, never say goodbye I wanna know the truth instead of wondering why I wanna know the answers, no more lies I wanna shut the door and open up my mind  I wanna run away and open up my mind I wanna run away and open up my mind I wanna run away and open up my mind I wanna run away and open up my mind",linkin-park
69,"Linkin Park Minutes to Midnight Wake Should I have a taste of this  Start and crush your nails  And start all over again   Could this all just be a dream   If I should fall to stormy weather  Wake Me, Wake Me  yeah   Maybe this time I can do it all wrong  Without my foot in my mouth  Without that blind in my sight   Could this all just be a dream   If i should fall to stormy weather  Wake Me, Wake Me   yeah   2x   oh, oh   Too scared to lose the one  I tried so hard for  Too scared to lose the one  I never had  2x",linkin-park
70,"Telling me to go But hands beg me to stay Your lips say that you love Your eyes say that you hate  There's truth in your lies Doubt in your faith What you build you lay to waste  There's truth in your lies Doubt in your faith All I've got's what you didn't take  So I, I won't be the one Be the one to leave this In pieces  And you, you will be alone Alone with all your secrets And regrets, don't lie  You promised me the sky Then tossed me like a stone You wrap me in your arms And chill me to the bone  There's truth in your lies Doubt in your faith All I've got's what you didn't take  So I, I won't be the one Be the one to leave this In pieces  And you, you will be alone Alone with all your secrets And regrets, don't lie  So I, I won't be the one Be the one to leave this In pieces  And you, you will be alone Alone with all your secrets And regrets, don't lie",linkin-park
71,"I've lied to you The same way that I always do This is the last smile That I'll fake for the sake of being with you  (Everything falls apart even the people who never frown) (Eventually break down) The sacrifice of hiding in a lie   (Everything has to end you'll soon find) (We're out of time left to watch it all unwind) The sacrifice is never knowing  Why I never walked away? Why I played myself this way? Now I see, your testing me, pushes me away Why I never walked away? Why I played myself this way? Now I see, your testing me, pushes me away  I've tried like you To do everything you wanted too This is the last time I'll take the blame for the sake of being with you  (Everything falls apart even the people who never frown) (Eventually break down) The sacrifice of hiding in a lie   (Everything has to end you'll soon find) (We're out of time left to watch it all unwind) The sacrifice is never knowing  Why I never walked away? Why I played myself this way? Now I see, your testing me, pushes me away Why I never walked away? Why I played myself this way? Now I see, your testing me, pushes me away  (We're all out of time, this is how we learn how it all unwinds) The sacrifice of hiding in a lie   (We're all out of time, this is how we learn how it all unwinds) The sacrifice is never knowing  Why I never walked away? Why I played myself this way? Now I see, your testing me, pushes me away Why I never walked away? Why I played myself this way? Now I see, your testing me, pushes me away, pushes me away",linkin-park
72,"When you feel you're alone Cut off from this cruel world Your instinct's telling you to run  Listen to your heart Those angel voices They'll sing to you They'll be your guide back home  When life leaves us blind Love keeps us kind It keeps us kind  When you've suffered enough And your spirit is breaking You're growing desperate From the fight  Remember your love And you always will be This melody will Bring you right back home  When life leaves us blind Love keeps us kind When life leaves us blind Love keeps us kind  Oh, oh, oh, oh Oh, oh, oh, oh",linkin-park
